# author: sean@Seans-MacBook-Pro.local
# date: 2025/03/10 12:30:11 UTC
# version: obztak v0+unknown
HEX,RA,DEC,FILTER,EXPTIME,TILING,PRIORITY,DATE,AIRMASS,SLEW,MOONANGLE,HOURANGLE,PROGRAM
12981,188.0250,-27.1820,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12981,188.0250,-27.1820,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12981,188.0250,-27.1820,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12982,186.0810,-26.8900,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12982,186.0810,-26.8900,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12982,186.0810,-26.8900,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12982,186.0810,-26.8900,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12988,188.9790,-25.8290,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12988,188.9790,-25.8290,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12988,188.9790,-25.8290,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12988,188.9790,-25.8290,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12989,187.0380,-25.5630,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12989,187.0380,-25.5630,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12989,187.0380,-25.5630,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12989,187.0380,-25.5630,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12998,187.9760,-24.2290,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12998,187.9760,-24.2290,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12998,187.9760,-24.2290,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
12998,187.9760,-24.2290,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13233,92.8660,-56.0450,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13233,92.8660,-56.0450,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13233,92.8660,-56.0450,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13233,92.8660,-56.0450,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13236,92.8020,-54.4360,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13236,92.8020,-54.4360,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13236,92.8020,-54.4360,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13236,92.8020,-54.4360,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13237,90.0000,-55.2490,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13237,90.0000,-55.2490,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13237,90.0000,-55.2490,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13237,90.0000,-55.2490,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13239,95.2760,-52.1060,g,90.0000,8,-1,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13239,95.2760,-52.1060,i,90.0000,7,-1,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13239,95.2760,-52.1060,r,90.0000,8,-1,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13239,95.2760,-52.1060,z,90.0000,7,-1,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13240,92.7070,-52.8520,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13240,92.7070,-52.8520,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13240,92.7070,-52.8520,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13240,92.7070,-52.8520,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13241,90.0000,-53.6610,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13241,90.0000,-53.6610,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13241,90.0000,-53.6610,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13241,90.0000,-53.6610,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13244,97.5000,-49.7420,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13244,97.5000,-49.7420,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13244,97.5000,-49.7420,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13244,97.5000,-49.7420,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13245,95.1130,-50.5000,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13245,95.1130,-50.5000,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13245,95.1130,-50.5000,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13245,95.1130,-50.5000,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13246,92.6130,-51.2730,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13246,92.6130,-51.2730,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13246,92.6130,-51.2730,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13246,92.6130,-51.2730,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13247,90.0000,-52.0800,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13247,90.0000,-52.0800,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13247,90.0000,-52.0800,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13247,90.0000,-52.0800,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13251,97.2810,-48.1220,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13251,97.2810,-48.1220,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13251,97.2810,-48.1220,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13251,97.2810,-48.1220,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13252,94.9530,-48.9030,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13252,94.9530,-48.9030,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13252,94.9530,-48.9030,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13252,94.9530,-48.9030,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13253,92.5260,-49.6940,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13253,92.5260,-49.6940,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13253,92.5260,-49.6940,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13253,92.5260,-49.6940,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13254,90.0000,-50.5000,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13254,90.0000,-50.5000,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13254,90.0000,-50.5000,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13254,90.0000,-50.5000,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13260,97.0700,-46.5130,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13260,97.0700,-46.5130,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13260,97.0700,-46.5130,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13260,97.0700,-46.5130,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13261,94.8010,-47.3100,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13261,94.8010,-47.3100,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13261,94.8010,-47.3100,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13261,94.8010,-47.3100,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13262,92.4450,-48.1120,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13262,92.4450,-48.1120,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13262,92.4450,-48.1120,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13262,92.4450,-48.1120,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13263,90.0000,-48.9190,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13263,90.0000,-48.9190,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13263,90.0000,-48.9190,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13263,90.0000,-48.9190,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13270,96.8680,-44.9070,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13270,96.8680,-44.9070,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13270,96.8680,-44.9070,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13270,96.8680,-44.9070,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13271,94.6590,-45.7170,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13271,94.6590,-45.7170,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13271,94.6590,-45.7170,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13271,94.6590,-45.7170,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13272,92.3690,-46.5270,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13272,92.3690,-46.5270,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13272,92.3690,-46.5270,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13272,92.3690,-46.5270,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13273,90.0000,-47.3350,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13273,90.0000,-47.3350,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13273,90.0000,-47.3350,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13273,90.0000,-47.3350,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13283,94.5250,-44.1220,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13283,94.5250,-44.1220,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13283,94.5250,-44.1220,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13283,94.5250,-44.1220,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13284,92.2990,-44.9390,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13284,92.2990,-44.9390,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13284,92.2990,-44.9390,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13284,92.2990,-44.9390,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13285,90.0000,-45.7470,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13285,90.0000,-45.7470,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13285,90.0000,-45.7470,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13285,90.0000,-45.7470,z,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13371,72.5730,-34.8210,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13371,72.5730,-34.8210,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13371,72.5730,-34.8210,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13371,72.5730,-34.8210,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13372,72.9570,-33.1820,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13372,72.9570,-33.1820,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13372,72.9570,-33.1820,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13372,72.9570,-33.1820,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13391,73.9300,-37.3760,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13391,73.9300,-37.3760,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13391,73.9300,-37.3760,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13391,73.9300,-37.3760,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13499,185.9920,-29.8900,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13499,185.9920,-29.8900,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13499,185.9920,-29.8900,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13499,185.9920,-29.8900,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13502,188.9100,-28.8730,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13502,188.9100,-28.8730,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13502,188.9100,-28.8730,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13502,188.9100,-28.8730,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13505,185.2450,-33.0380,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13505,185.2450,-33.0380,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13505,185.2450,-33.0380,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13505,185.2450,-33.0380,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13506,184.8330,-31.2540,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13506,184.8330,-31.2540,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13506,184.8330,-31.2540,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13506,184.8330,-31.2540,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13511,187.0730,-33.4390,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13511,187.0730,-33.4390,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13511,187.0730,-33.4390,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13511,187.0730,-33.4390,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13512,186.6300,-31.6580,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13512,186.6300,-31.6580,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13512,186.6300,-31.6580,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13512,186.6300,-31.6580,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13519,188.4350,-32.0380,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13519,188.4350,-32.0380,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13519,188.4350,-32.0380,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13519,188.4350,-32.0380,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13520,187.8300,-30.2630,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13520,187.8300,-30.2630,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13520,187.8300,-30.2630,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13520,187.8300,-30.2630,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13528,190.2560,-32.3920,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13528,190.2560,-32.3920,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13528,190.2560,-32.3920,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13528,190.2560,-32.3920,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13529,189.6500,-30.6210,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13529,189.6500,-30.6210,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13529,189.6500,-30.6210,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13529,189.6500,-30.6210,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13533,194.7630,-41.3470,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13533,194.7630,-41.3470,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13533,194.7630,-41.3470,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13533,194.7630,-41.3470,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13534,194.2670,-39.6620,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13534,194.2670,-39.6620,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13534,194.2670,-39.6620,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13534,194.2670,-39.6620,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13535,193.7570,-37.9560,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13535,193.7570,-37.9560,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13535,193.7570,-37.9560,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13535,193.7570,-37.9560,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13536,193.2210,-36.2260,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13536,193.2210,-36.2260,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13536,193.2210,-36.2260,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13536,193.2210,-36.2260,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13537,192.6570,-34.4780,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13537,192.6570,-34.4780,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13537,192.6570,-34.4780,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13537,192.6570,-34.4780,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13538,192.0920,-32.7200,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13538,192.0920,-32.7200,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13538,192.0920,-32.7200,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13538,192.0920,-32.7200,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13539,191.4710,-30.9570,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13539,191.4710,-30.9570,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13539,191.4710,-30.9570,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13539,191.4710,-30.9570,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13540,190.7520,-29.2050,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13540,190.7520,-29.2050,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13540,190.7520,-29.2050,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13540,190.7520,-29.2050,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13544,197.4730,-43.2700,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13544,197.4730,-43.2700,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13544,197.4730,-43.2700,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13544,197.4730,-43.2700,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13545,196.9040,-41.6070,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13545,196.9040,-41.6070,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13545,196.9040,-41.6070,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13545,196.9040,-41.6070,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13546,196.3350,-39.9260,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13546,196.3350,-39.9260,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13546,196.3350,-39.9260,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13546,196.3350,-39.9260,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13547,195.7590,-38.2260,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13547,195.7590,-38.2260,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13547,195.7590,-38.2260,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13547,195.7590,-38.2260,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13548,195.1640,-36.5050,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13548,195.1640,-36.5050,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13548,195.1640,-36.5050,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13548,195.1640,-36.5050,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13549,194.5530,-34.7680,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13549,194.5530,-34.7680,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13549,194.5530,-34.7680,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13549,194.5530,-34.7680,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13550,193.9460,-33.0220,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13550,193.9460,-33.0220,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13550,193.9460,-33.0220,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13550,193.9460,-33.0220,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13551,193.3000,-31.2680,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13551,193.3000,-31.2680,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13551,193.3000,-31.2680,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13551,193.3000,-31.2680,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13556,200.3660,-45.1230,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13556,200.3660,-45.1230,i,90.0000,2,2,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13556,200.3660,-45.1230,r,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
13556,200.3660,-45.1230,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
